mileage,engine,max_power,km_driven,transmission,Cluster
12.8,2494.0,102.0,126000,1,2
25.0,1396.0,69.0,90000,1,1
18.16,1196.0,86.8,80000,1,3
10.5,2609.0,120.0,70000,1,2
18.9,1248.0,74.0,80000,1,3
21.1,814.0,55.2,80000,1,3
21.1,814.0,55.2,80000,1,3
19.7,796.0,46.3,150000,1,3
17.88,1396.0,52.8,110000,1,1
24.3,1248.0,88.5,110000,1,1
22.07,1199.0,73.9,80000,1,1
18.9,1197.0,81.86,20000,1,3
13.0,2489.0,95.0,120000,1,2
15.96,2523.0,63.0,120000,1,2
20.4,1248.0,91.2,80000,1,1
24.0,1120.0,70.0,91500,1,1
19.3,1248.0,73.9,120000,1,1
23.0,1396.0,90.0,100000,1,1
14.0,2498.0,112.0,120000,1,2
17.8,1198.0,86.7,80000,1,3
15.4,2523.0,75.0,90000,1,2
23.95,998.0,67.05,70000,1,3
18.9,1248.0,74.0,110000,1,3
13.5,2179.0,115.0,150000,1,2
18.9,1248.0,74.0,60000,2,0
22.3,1248.0,74.0,40000,1,1
12.8,2953.0,156.0,110000,2,0
18.9,1197.0,82.0,20000,1,3
19.0,1194.0,94.68,10000,1,3
15.1,2179.0,140.0,90000,1,2
15.26,1150.0,74.9,70000,1,3
13.6,2523.0,63.0,120000,1,2
10.5,2179.0,120.0,120000,1,2
0.0,1086.0,62.0,90000,1,3
22.7,799.0,53.0,80000,1,3
13.6,2523.0,63.0,132478,1,2
19.1,1197.0,85.8,45000,1,3
19.09,1396.0,69.0,120000,1,1
19.0,1194.0,94.68,10000,1,3
16.1,796.0,37.0,51000,1,3
12.9,1799.0,130.0,105000,2,0
15.1,2179.0,140.0,100000,1,2
19.7,796.0,46.3,30000,1,3
12.2,1994.0,105.3,60000,1,2
22.9,1248.0,74.0,86000,1,1
20.62,1198.0,67.0,15000,1,3
19.3,1248.0,73.9,137500,1,1
23.01,999.0,67.0,60000,1,3
18.2,1248.0,73.74,70000,1,1
20.51,998.0,67.04,5000,1,3
20.4,1197.0,81.8,30000,1,3
21.1,814.0,55.2,40000,1,3
19.01,1461.0,108.45,60000,1,1
17.7,1497.0,78.0,70000,1,3
20.3,1199.0,84.0,15000,1,3
19.3,1248.0,73.9,110000,1,1
16.1,796.0,37.0,70000,1,3
27.4,1498.0,98.63,10000,1,1
16.02,1373.0,93.7,60000,1,3
18.8,1248.0,90.0,110000,1,1
18.6,1197.0,81.83,35000,1,3
16.8,796.0,34.2,70000,1,3
13.6,2523.0,63.0,100000,1,2
19.7,796.0,46.3,120000,1,3
19.7,796.0,35.0,90000,1,3
25.8,1498.0,98.6,70000,1,1
12.99,2494.0,100.6,88000,1,2
21.1,814.0,55.2,38000,1,3
20.51,998.0,67.04,90000,1,3
21.4,1197.0,83.1,60000,1,3
18.5,1197.0,80.0,60000,1,3
23.2,1248.0,73.94,156060,1,1
19.67,1582.0,126.2,60000,1,1
20.85,1197.0,83.14,70000,1,3
23.9,1582.0,126.2,35000,1,1
16.0,1997.0,140.0,50000,1,2
18.6,1197.0,85.8,50000,1,3
17.8,1086.0,63.0,100000,1,3
22.74,796.0,47.3,15000,1,3
22.74,796.0,47.3,20000,1,3
22.77,1498.0,98.59,80000,1,1
20.8,1461.0,64.1,110000,1,1
20.51,998.0,67.04,35000,1,3
20.51,998.0,67.04,35000,1,3
14.07,2956.0,69.01,140000,1,2
19.0,998.0,67.1,40000,1,3
14.4,2179.0,120.0,110000,1,2
18.5,1197.0,85.8,70000,1,3
17.0,1405.0,71.0,100000,1,1
19.81,1086.0,68.05,20000,1,3
18.9,1197.0,81.86,15000,1,3
16.6,1388.0,68.0,70000,1,3
18.15,1198.0,82.0,20000,1,3
19.81,1086.0,68.05,15000,1,3
28.4,1248.0,74.02,107000,1,1
18.4,1248.0,75.0,54000,1,1
19.7,796.0,46.3,58000,1,3
12.05,2179.0,120.0,110000,1,2
16.8,1493.0,110.0,90000,1,1
20.3,998.0,68.05,43000,1,3
28.4,1248.0,74.02,43000,1,1
20.77,1248.0,88.8,60000,1,1
12.8,1396.0,85.0,150000,1,3
18.2,1199.0,84.8,46000,1,3
16.8,796.0,34.2,10000,1,3
18.6,1197.0,81.83,35000,1,3
25.17,799.0,53.3,50000,1,3
18.9,1248.0,74.0,60000,1,3
22.32,1582.0,126.32,80000,1,1
24.7,1047.0,69.0,110000,1,1
20.77,1248.0,88.76,14000,1,1
30.46,796.0,47.3,60000,1,3
25.17,799.0,53.3,28000,1,3
21.1,814.0,55.2,57000,1,3
26.59,1248.0,74.0,50000,1,1
26.2,998.0,58.2,70000,1,3
21.43,1364.0,87.2,60000,1,1
18.5,1197.0,82.85,70000,1,3
18.6,1197.0,81.83,40000,1,3
21.12,1248.0,88.8,120000,1,1
14.02,2179.0,118.3,140000,1,2
17.0,1405.0,70.0,100000,1,1
14.02,2179.0,118.3,120000,1,2
19.09,1405.0,69.01,120000,1,1
17.8,1399.0,67.0,64000,1,1
23.1,998.0,67.04,25000,1,3
20.0,999.0,72.0,12000,1,3
25.44,936.0,57.6,70000,1,1
11.0,2179.0,120.0,120000,1,2
25.17,799.0,53.3,90000,1,3
18.2,1199.0,82.4,40000,1,3
13.6,2523.0,63.0,300000,1,2
19.09,1396.0,69.0,120000,1,1
13.2,1495.0,94.0,90000,1,3
17.7,1399.0,68.0,100000,1,1
15.96,2523.0,62.1,90000,1,2
15.4,1997.0,120.0,50000,1,2
20.6,1968.0,141.0,168000,1,2
20.0,1399.0,68.0,110000,1,1
13.6,2523.0,63.0,120000,1,2
25.5,1498.0,98.6,40000,1,1
17.7,1497.0,78.0,110000,1,3
21.9,1396.0,90.0,100000,1,1
24.3,1248.0,88.5,40000,1,1
18.6,1197.0,81.86,30000,1,3
16.1,796.0,37.0,80000,1,3
20.0,1399.0,68.0,90000,1,1
12.8,2494.0,102.0,200000,1,2
11.5,2982.0,171.0,125000,1,2
17.0,1197.0,80.0,80000,1,3
16.55,1968.0,147.51,44000,2,0
23.59,1364.0,67.04,90000,1,1
18.5,1197.0,82.85,70000,1,3
21.1,814.0,55.2,43000,1,3
22.95,1248.0,74.0,80000,1,1
22.3,1248.0,74.0,60000,1,1
21.1,814.0,55.2,18945,1,3
24.0,1186.0,73.97,70000,1,1
15.1,1196.0,73.0,100000,1,3
20.62,1198.0,67.0,60000,1,3
19.3,1248.0,73.9,144000,1,1
18.49,1493.0,100.0,120000,1,1
21.9,1396.0,90.0,107825,1,1
22.05,796.0,47.3,15000,1,3
25.17,799.0,53.3,10000,1,3
19.01,1462.0,103.2,1620,1,3
21.19,1396.0,88.76,30000,1,1
18.49,2179.0,120.0,70000,1,2
15.96,2523.0,63.0,70000,1,2
12.99,2494.0,100.57,95000,1,2
24.7,1047.0,69.0,50000,1,1
25.1,1498.0,98.6,160000,1,1
20.3,1086.0,68.0,10000,1,3
20.77,1248.0,88.76,100000,1,1
25.2,1248.0,74.0,50000,1,1
20.2,998.0,67.1,60000,1,3
25.44,936.0,57.6,110000,1,1
21.19,1396.0,88.73,80000,1,1
21.5,1248.0,88.8,85000,1,1
18.9,1061.0,67.0,90000,1,3
25.0,1396.0,69.0,90000,1,1
16.1,796.0,37.0,90000,1,3
22.32,1582.0,126.32,120000,1,1
18.1,1493.0,110.0,120000,1,1
13.93,2956.0,138.1,160000,1,2
17.3,993.0,60.0,141000,1,3
17.8,1248.0,75.0,100000,1,1
22.1,1396.0,88.7,15000,1,1
19.3,1248.0,73.9,108000,1,1
23.4,1248.0,74.0,108000,1,1
25.44,936.0,56.3,55000,1,1
18.4,1248.0,75.0,37944,1,1
20.0,1399.0,68.0,90400,1,1
16.8,1493.0,110.0,85000,1,1
20.8,1527.0,58.0,120000,1,1
21.21,1197.0,81.8,5000,1,3
19.87,1461.0,83.8,50000,1,1
20.0,999.0,72.0,5000,1,3
24.3,1248.0,88.5,90000,1,1
20.77,1248.0,88.8,96000,1,1
15.37,1196.0,73.0,80000,1,3
18.2,1061.0,64.0,60000,1,3
15.1,2179.0,140.0,90000,1,2
12.8,2494.0,102.0,193623,1,2
22.54,1396.0,88.73,63186,1,1
13.6,2523.0,63.0,219000,1,2
12.99,2494.0,100.0,110000,1,2
12.8,2494.0,102.0,151000,1,2
21.4,1197.0,83.1,5000,2,0
19.7,796.0,46.3,91500,1,3
25.2,1248.0,74.0,23000,1,1
20.54,1598.0,103.6,40000,1,1
23.2,1248.0,73.94,70000,1,1
11.36,2755.0,171.5,10000,2,0
14.0,2523.0,75.0,90000,1,2
19.4,1198.0,86.8,68000,1,3
22.7,1582.0,126.24,120000,1,1
22.1,1248.0,76.9,65000,1,1
15.3,1341.0,83.0,85000,1,3
18.9,998.0,67.1,94000,1,3
22.54,1396.0,88.73,100000,1,1
22.54,1396.0,88.73,80000,1,1
22.07,1199.0,73.9,80000,1,1
17.88,1396.0,52.8,140500,1,1
17.5,1298.0,85.8,143000,1,3
20.92,998.0,67.1,60000,1,3
18.4,1248.0,75.0,120000,1,1
13.01,2199.0,194.3,80000,2,0
18.06,2523.0,63.0,63000,1,2
18.0,995.0,62.0,120000,1,3
28.4,1248.0,74.02,100000,1,1
17.0,1591.0,121.3,60000,1,3
13.58,2499.0,72.4,90000,1,2
20.77,1248.0,88.76,50000,1,1
15.4,2179.0,120.0,70000,1,2
18.9,1248.0,74.0,40000,1,1
16.1,1405.0,70.0,120000,1,1
14.0,2523.0,75.0,195000,1,2
20.51,998.0,67.04,40000,1,3
16.8,1405.0,62.0,40000,1,1
13.93,2179.0,138.03,120000,1,2
18.9,998.0,67.1,360003,1,3
16.1,796.0,37.0,60000,1,3
25.17,799.0,53.3,20000,1,3
15.96,2523.0,62.1,37000,1,2
25.1,1248.0,88.5,57000,1,1
16.2,1493.0,110.0,110000,1,1
13.9,1599.0,103.2,110000,1,3
12.99,2494.0,100.57,120000,1,2
24.7,1047.0,69.0,8079,1,1
12.99,2494.0,100.6,114368,1,2
17.8,1399.0,67.0,79990,1,1
20.0,1399.0,68.0,81632,1,1
26.1,1498.0,99.23,155201,1,1
22.7,1498.0,89.84,101504,1,1
17.8,1399.0,67.0,90165,1,1
25.5,1498.0,99.23,86017,1,1
15.1,2179.0,140.0,85036,1,2
18.9,1248.0,74.0,160254,1,1
22.77,1498.0,98.59,125531,1,1
17.0,1591.0,121.3,10000,1,3
23.84,1199.0,84.0,20000,1,3
15.4,2179.0,120.0,170000,1,2
21.5,1497.0,108.5,40000,2,0
17.0,1497.0,118.0,120000,1,3
23.2,1248.0,73.94,100000,1,1
17.8,1399.0,68.0,110000,1,1
16.8,1405.0,68.0,120000,1,1
19.7,796.0,46.3,206000,1,3
23.1,998.0,67.04,40000,1,3
16.52,1991.0,123.7,170000,1,2
19.81,1086.0,68.05,70000,1,3
21.38,1396.0,88.7,105000,1,1
19.1,1197.0,81.86,46000,1,3
22.07,1199.0,73.9,80000,1,1
16.2,1599.0,103.2,60000,1,3
25.1,1498.0,98.6,70000,1,1
19.7,796.0,46.3,90000,1,3
28.4,1248.0,74.02,25000,1,1
22.74,796.0,47.3,53000,1,3
13.55,2179.0,118.35,90000,1,2
12.8,2494.0,102.0,60000,1,2
13.0,2982.0,168.5,150000,1,2
16.55,2498.0,105.0,24000,1,2
24.2,1498.0,98.6,100000,1,1
18.15,1198.0,82.0,6000,1,3
15.1,2179.0,140.0,49700,1,2
12.8,2494.0,102.0,80000,1,2
18.9,1248.0,74.0,100000,1,1
21.21,1197.0,81.8,10000,2,0
25.17,799.0,53.3,21000,1,3
20.92,998.0,67.1,25000,1,3
25.17,799.0,53.3,22000,1,3
24.52,1248.0,88.5,50000,1,1
23.95,998.0,67.05,20000,1,3
15.4,1497.0,117.3,15000,2,0
25.83,1498.0,99.0,30000,1,1
19.67,1582.0,126.2,74000,1,1
18.2,1199.0,88.7,6550,2,0
24.0,1120.0,70.0,30000,1,1
11.2,2993.0,241.0,56000,2,0
21.21,1197.0,81.8,41779,1,3
18.7,1199.0,88.7,54000,1,3
13.0,2143.0,204.0,31000,2,0
26.8,1248.0,74.0,37000,2,0
18.1,1991.0,147.9,90000,2,0
14.28,1798.0,138.03,13534,1,1
14.53,1794.0,138.1,7000,2,0
17.9,2143.0,136.0,23000,2,0
11.36,2755.0,171.5,43000,2,0
17.8,1493.0,113.4,5000,2,0
28.09,1248.0,88.5,70000,1,1
21.66,1498.0,103.52,99000,2,0
22.0,1197.0,81.8,15000,1,3
17.09,2993.0,261.4,28156,2,0
18.7,1199.0,88.7,30000,1,3
12.9,2755.0,174.5,100000,2,0
19.67,1582.0,126.2,63309,1,1
11.36,2755.0,171.5,94000,2,0
17.4,1197.0,81.86,29000,2,0
25.0,1396.0,69.01,155000,1,1
23.1,998.0,67.04,35000,2,0
24.0,1186.0,73.97,50000,1,1
14.8,2499.0,80.0,185000,1,2
19.09,1396.0,69.0,175000,1,1
25.17,799.0,53.3,11500,1,3
25.4,1186.0,73.97,3000,1,1
22.1,1248.0,74.0,80000,1,1
19.7,796.0,46.3,40000,1,3
19.7,796.0,46.3,40000,1,3
23.2,1248.0,73.94,90000,1,1
23.65,1248.0,88.5,100000,1,1
13.5,2179.0,115.0,120000,1,2
24.3,1248.0,88.5,50000,1,1
21.03,1461.0,65.0,25000,1,1
12.05,2179.0,120.0,50000,1,2
18.49,1493.0,100.0,71000,1,1
20.51,998.0,67.04,40000,1,3
18.6,1197.0,81.86,31800,1,3
20.36,1197.0,78.9,65000,1,3
22.74,796.0,47.3,15000,1,3
20.8,1461.0,65.0,70000,1,1
18.16,1196.0,86.8,5000,1,3
21.1,814.0,55.2,50000,1,3
17.2,1396.0,53.5,80000,1,1
13.58,2499.0,72.4,70000,1,2
24.3,1248.0,88.5,40000,1,1
15.96,2523.0,62.1,157000,1,2
15.4,2179.0,120.0,90000,1,2
19.81,1086.0,68.05,80000,1,3
18.9,1248.0,74.0,90000,1,3
18.9,1248.0,74.0,80000,2,0
18.9,1248.0,74.0,80000,1,1
21.03,1461.0,65.0,70000,1,1
16.0,995.0,63.0,50000,1,3
20.0,1399.0,68.0,60000,1,1
20.8,1461.0,65.0,106000,1,1
10.5,2179.0,120.0,80000,1,2
15.96,2523.0,63.0,80000,1,2
12.99,2494.0,100.0,110000,1,2
13.6,2523.0,63.0,120000,1,2
20.92,998.0,67.1,27000,1,3
19.7,796.0,46.3,70000,1,3
18.9,1061.0,67.0,70000,1,3
17.45,1493.0,100.0,50000,2,0
25.4,1186.0,73.97,60000,1,1
22.0,1197.0,81.8,15000,1,3
18.9,1248.0,74.0,40000,1,3
14.0,2498.0,112.0,135000,1,2
23.84,1199.0,84.0,26300,1,3
15.96,2523.0,62.1,120000,1,2
28.4,1248.0,74.02,35000,1,1
20.85,1197.0,83.14,30000,1,3
15.96,2523.0,62.1,165000,1,2
17.57,1193.0,88.7,50000,1,3
21.64,1461.0,84.8,120000,1,1
20.0,1399.0,68.0,100000,1,1
18.9,1248.0,74.0,90000,1,3
15.0,1586.0,104.68,120000,1,3
17.5,1373.0,91.1,70000,1,3
18.9,1248.0,74.0,90000,1,1
18.6,1197.0,81.83,72000,1,3
23.01,999.0,67.0,50000,1,3
18.9,1248.0,74.0,5000,1,1
25.4,624.0,37.48,30000,1,3
14.1,2179.0,147.94,20000,1,2
26.21,1248.0,88.5,110000,1,1
25.17,799.0,53.3,25000,1,3
12.99,2494.0,100.6,120000,1,2
19.7,796.0,46.3,40000,1,3
25.17,799.0,53.3,10000,1,3
18.9,1061.0,67.0,65000,1,3
21.94,1196.0,61.7,10000,1,3
13.87,1390.0,75.0,110000,1,3
13.6,2523.0,63.0,120000,1,2
15.37,1196.0,73.0,72000,1,3
23.2,1248.0,73.94,89100,1,1
17.4,1599.0,104.0,94000,1,3
21.1,814.0,55.2,120000,1,3
16.2,995.0,62.1,110000,1,3
28.09,1248.0,88.5,50000,1,1
16.8,1405.0,62.0,90000,1,1
18.2,1199.0,82.4,23000,1,3
16.8,796.0,34.2,50000,1,3
14.0,2498.0,112.0,300000,1,2
20.92,998.0,67.1,50000,1,3
21.94,1196.0,61.7,140000,1,3
17.4,1197.0,81.86,16000,2,0
21.19,1396.0,88.73,126000,1,1
20.14,1197.0,81.86,15000,1,3
17.5,1197.0,85.8,200000,1,3
19.7,796.0,46.3,120000,1,3
15.3,1341.0,83.0,120000,1,3
16.95,1197.0,78.9,110000,2,0
15.37,1196.0,73.0,38000,1,3
15.0,1368.0,90.0,104000,1,3
15.4,1497.0,117.3,120000,1,3
24.3,1248.0,88.5,35000,2,0
22.9,1248.0,74.0,210000,1,1
16.1,796.0,37.0,35000,1,3
21.1,1248.0,73.9,85000,1,1
18.9,998.0,67.1,80000,1,3
14.84,2143.0,170.0,50000,2,0
23.0,1396.0,90.0,40000,1,1
12.8,2494.0,102.0,216000,1,2
20.51,998.0,67.04,65000,1,3
15.3,1341.0,83.0,100000,1,3
28.09,1248.0,88.5,84000,1,1
12.99,2494.0,100.0,210000,1,2
15.26,1150.0,74.9,60000,1,3
15.3,1341.0,83.0,100000,1,3
16.1,1298.0,88.2,78000,1,3
13.0,1493.0,100.0,161000,1,3
19.7,796.0,46.3,70000,1,3
26.0,624.0,35.0,50000,1,3
19.98,1461.0,108.5,65000,1,1
25.17,799.0,53.3,50000,1,3
20.52,1197.0,81.8,25000,1,3
15.96,2523.0,62.1,100000,1,2
18.6,1197.0,81.83,6000,1,3
21.9,1498.0,98.6,72113,1,1
23.57,1396.0,70.0,40000,1,1
18.6,1197.0,81.83,8000,1,3
21.1,1197.0,85.8,20000,1,3
19.09,1405.0,69.01,45000,1,1
23.4,1248.0,74.0,80000,1,1
25.2,1248.0,74.0,90000,1,1
25.1,1248.0,88.5,25000,1,1
18.8,1248.0,90.0,100000,1,1
16.6,1388.0,68.0,60000,1,3
21.19,1396.0,88.76,30000,1,1
10.5,2609.0,120.0,120000,1,2
13.93,2179.0,138.03,80000,1,2
20.54,1598.0,103.6,69000,1,1
18.6,1199.0,79.4,75000,1,3
19.7,796.0,46.3,113000,1,3
24.4,1120.0,71.01,90000,1,1
23.08,1461.0,63.12,100000,1,1
22.3,1248.0,74.0,110000,1,1
22.77,1498.0,98.59,90000,1,1
20.0,1399.0,68.0,100000,1,1
25.4,1186.0,73.97,50000,1,1
20.5,1248.0,91.7,200000,1,1
13.01,2199.0,194.3,146000,2,0
12.9,1598.0,102.5,80000,1,3
11.57,2179.0,138.1,96443,1,2
11.7,2354.0,177.6,100000,2,0
21.21,1197.0,81.8,10000,2,0
23.4,1248.0,74.0,110000,1,1
14.0,2179.0,138.1,86000,1,2
23.4,1248.0,74.0,100000,1,1
22.54,1396.0,88.73,91000,1,1
20.36,1197.0,78.9,100000,1,3
23.4,1248.0,74.0,120000,1,1
17.0,1497.0,118.0,90000,1,3
22.74,796.0,47.3,60000,1,3
25.17,799.0,53.3,51500,1,3
22.1,1248.0,74.0,60000,1,1
20.0,1399.0,68.0,104500,1,1
19.01,1461.0,108.45,120000,1,1
22.9,1248.0,74.0,100000,1,1
13.5,1799.0,130.0,90000,1,1
18.9,998.0,67.1,150000,1,3
18.9,998.0,67.1,60000,2,0
17.43,1396.0,105.5,50000,1,3
24.0,1186.0,73.97,10000,1,1
15.4,1997.0,120.0,120000,1,2
18.6,1197.0,81.83,40000,1,3
18.9,1248.0,74.0,120000,1,3
22.74,796.0,47.3,50000,1,3
15.37,1196.0,73.0,90000,1,3
20.45,1461.0,83.8,90000,1,1
21.21,1197.0,81.8,10000,1,3
23.5,909.0,45.0,10000,1,1
23.95,998.0,67.05,27000,1,3
26.59,1248.0,74.0,70000,1,1
16.8,796.0,34.2,50000,1,3
18.9,1248.0,74.0,60000,1,3
24.0,1120.0,70.0,110000,1,1
27.62,793.0,47.0,100000,1,1
17.3,1497.0,121.0,50000,1,1
17.8,1248.0,75.0,105000,1,1
12.99,2494.0,100.6,110000,1,2
15.1,2179.0,140.0,60000,1,2
18.88,999.0,123.37,49102,1,3
17.92,1086.0,62.1,60000,1,3
18.9,1248.0,74.0,120000,1,1
25.44,936.0,57.6,90000,1,1
19.01,1461.0,108.45,81000,1,1
25.4,1186.0,73.97,80000,1,1
19.01,1461.0,108.45,105000,1,1
18.9,1248.0,74.0,60000,1,1
17.5,1373.0,91.1,227000,1,3
19.01,1461.0,108.45,100000,1,1
21.94,1196.0,61.7,60000,1,3
21.9,1396.0,88.76,70000,1,1
20.54,1598.0,103.6,120000,1,1
19.7,796.0,46.3,80000,1,3
11.57,2179.0,138.1,120000,1,2
17.92,1086.0,62.1,40000,1,3
20.36,1197.0,78.9,53000,1,3
25.2,1248.0,74.0,60000,1,1
18.6,1197.0,81.83,30000,1,3
20.54,1598.0,103.6,100000,1,1
13.68,2393.0,147.8,70000,1,2
20.77,1248.0,88.8,98000,1,1
21.1,814.0,55.2,60000,1,3
20.36,1197.0,78.9,80000,1,3
11.18,2696.0,184.0,117000,2,0
18.7,1199.0,88.7,8576,1,3
20.3,1199.0,84.0,19723,2,0
16.8,1497.0,116.3,21446,1,3
25.1,1248.0,88.5,52289,1,1
15.4,2179.0,120.0,52236,1,2
15.4,2179.0,120.0,54470,1,2
21.9,1396.0,90.0,25471,1,1
23.84,1199.0,84.48,33928,1,3
18.49,1493.0,100.0,59736,1,1
17.0,1497.0,118.0,54290,1,3
19.4,1198.0,86.8,2118,1,3
15.4,2179.0,120.0,61379,1,2
17.4,1497.0,117.3,58544,1,3
21.79,998.0,67.05,74381,1,3
16.1,796.0,37.0,35000,1,3
22.7,1498.0,89.84,63982,1,1
18.9,998.0,67.1,65000,1,3
15.96,2523.0,62.1,74000,1,2
19.01,1461.0,108.45,56429,1,1
20.36,1197.0,78.9,56000,1,3
20.3,1086.0,68.07,19500,1,3
18.6,1197.0,81.83,30000,1,3
22.54,1396.0,88.73,53000,1,1
20.14,1197.0,81.86,5000,1,3
17.01,1591.0,121.4,25000,1,3
26.0,1498.0,98.6,72000,1,1
18.9,1248.0,74.0,72000,1,1
13.6,2523.0,63.0,80000,1,2
15.0,1598.0,103.5,29000,1,3
19.87,1461.0,83.14,56832,1,1
18.6,1197.0,81.86,30528,1,3
24.7,1498.0,98.63,65285,1,1
13.68,2393.0,147.51,20102,1,2
18.7,1199.0,88.7,43000,1,3
23.59,1364.0,67.04,52380,1,1
21.0,1498.0,74.96,74250,1,1
20.89,1197.0,81.8,57247,2,0
24.3,1248.0,88.5,52000,1,1
16.95,1498.0,97.7,47000,1,3
17.8,1399.0,68.0,80000,1,1
18.0,1248.0,75.0,85000,1,1
19.3,1248.0,73.9,100000,1,1
16.95,1498.0,97.7,110000,1,3
20.4,1248.0,91.7,178000,1,1
19.7,796.0,46.3,120000,1,3
16.3,1956.0,170.0,70000,1,2
12.8,1968.0,167.6,120000,2,0
12.8,2494.0,102.0,155000,1,2
20.51,998.0,67.04,30000,1,3
18.9,1061.0,67.0,60000,1,3
22.07,1199.0,73.9,70000,1,1
22.54,1396.0,88.73,40000,1,1
22.32,1582.0,126.32,120000,1,1
26.59,1248.0,74.0,120000,1,1
21.1,814.0,55.2,50000,1,3
20.0,1399.0,68.1,100000,1,1
23.0,1396.0,90.0,120000,1,1
22.9,1248.0,74.0,90000,1,1
19.0,998.0,67.1,90000,1,3
14.0,2498.0,112.0,100000,1,2
21.9,624.0,37.48,20000,2,0
18.1,1493.0,110.0,90000,1,1
17.6,1496.0,88.7,120000,1,3
25.83,1498.0,99.0,35000,1,1
11.8,1991.0,150.0,120000,1,2
16.1,796.0,37.0,120000,1,3
22.54,1396.0,88.76,10000,1,1
18.9,1248.0,74.0,100000,1,1
25.5,1498.0,98.6,65000,1,1
13.5,1799.0,130.0,90000,1,1
20.92,998.0,67.1,90000,1,3
21.19,1396.0,88.76,42323,1,1
16.8,1497.0,116.3,42462,1,3
25.2,1248.0,74.0,54723,1,1
27.3,1498.0,98.6,30000,1,1
19.62,1998.0,190.0,42545,2,0
25.1,1248.0,88.5,32000,1,1
18.9,1248.0,0.0,41232,1,1
20.89,1197.0,81.8,20375,1,3
28.4,1248.0,74.0,43978,1,1
21.0,1498.0,74.96,40200,1,1
18.6,1197.0,81.83,30000,1,3
20.77,1248.0,88.8,90000,1,1
21.7,1498.0,98.96,48000,1,1
27.4,1498.0,98.63,27233,1,1
23.4,1248.0,74.0,28832,1,1
15.0,1368.0,90.0,35000,1,3
16.02,1373.0,93.7,35000,1,3
17.7,1497.0,78.0,80000,1,3
17.21,1493.0,100.0,30000,1,1
19.81,1086.0,68.05,50000,1,3
26.59,1248.0,74.0,40000,1,1
16.02,1373.0,93.7,25000,1,3
15.1,2179.0,152.87,120000,1,2
21.1,1248.0,73.9,60000,1,1
15.96,2523.0,63.0,110000,1,2
15.4,1997.0,120.0,67000,1,2
20.0,1399.0,68.0,50000,1,1
18.2,1061.0,64.0,40000,1,3
11.57,2179.0,138.1,120000,1,2
16.1,796.0,37.0,100000,1,3
10.5,2179.0,120.0,98000,1,2
13.6,2523.0,63.0,150000,1,2
22.1,1248.0,74.0,38000,1,1
23.59,1364.0,67.05,120000,1,1
20.0,1399.0,68.0,103000,1,1
16.1,796.0,37.0,60000,1,3
24.3,1248.0,88.5,80000,1,1
20.77,1248.0,88.76,50000,1,1
25.2,1248.0,74.0,90000,1,1
21.5,1497.0,108.5,70000,1,1
14.9,1991.0,112.2,110000,1,2
23.84,1199.0,83.83,30000,2,0
26.59,1248.0,74.0,80000,1,1
19.3,1248.0,73.9,110000,1,1
18.8,1248.0,90.0,120000,1,1
17.3,993.0,60.0,120000,1,3
18.6,1197.0,81.83,70000,1,3
22.54,1396.0,88.76,60000,1,1
19.7,796.0,46.3,90000,1,3
19.5,1248.0,75.0,142500,1,1
12.05,2179.0,120.0,90000,1,2
19.81,1086.0,68.05,50000,1,3
25.8,1498.0,98.6,90000,1,1
26.59,1248.0,74.0,115000,1,1
15.0,1396.0,98.6,150000,2,0
20.4,1197.0,81.8,68000,1,3
15.96,2523.0,62.1,90000,1,2
15.6,1497.0,116.3,110000,2,0
15.96,2523.0,62.1,70000,1,2
15.1,2179.0,140.0,80000,1,2
18.9,1248.0,74.0,118000,1,3
19.81,1086.0,68.05,100000,1,3
18.9,998.0,67.1,70000,1,3
16.1,796.0,37.0,77000,1,3
28.4,1248.0,74.02,35500,1,1
20.51,998.0,67.04,17500,1,3
23.95,998.0,67.05,27000,1,3
24.0,1186.0,73.97,60000,1,1
20.51,998.0,67.04,25000,1,3
26.59,1248.0,74.0,80000,1,1
19.7,796.0,46.3,60000,1,3
22.07,1199.0,73.9,38000,1,1
26.2,998.0,58.2,100000,1,3
18.9,1248.0,74.0,60000,1,3
12.8,2494.0,102.0,110000,1,2
21.9,1498.0,98.6,92000,1,1
15.96,2523.0,62.1,180000,1,2
21.4,1197.0,83.1,10000,1,3
24.7,796.0,47.3,35000,1,3
28.4,1248.0,74.0,35000,1,1
24.0,1120.0,70.0,23000,1,1
19.09,1396.0,69.0,150000,1,1
24.4,1120.0,71.0,70000,1,1
18.6,1197.0,81.83,40000,1,3
21.9,1396.0,90.0,100000,1,1
24.7,796.0,47.3,50000,1,3
19.3,1248.0,73.9,120000,1,1
24.4,1120.0,71.0,60000,1,1
22.74,796.0,47.3,28000,1,3
17.5,1298.0,85.8,60000,1,3
19.3,1248.0,73.9,80000,1,1
10.91,3198.0,197.0,12000,2,0
19.5,1199.0,88.76,4500,1,3
25.0,1396.0,69.0,70000,1,1
19.87,1461.0,83.8,120000,1,1
19.0,1199.0,88.7,80000,2,0
11.57,2179.0,138.1,150000,1,2
15.7,1390.0,75.0,120000,1,3
23.4,1248.0,74.0,50000,1,1
16.8,1497.0,116.3,83000,1,3
28.4,1248.0,74.02,20000,1,1
12.9,2755.0,174.5,49000,2,0
18.5,1198.0,86.8,6750,1,3
20.73,1373.0,91.1,26000,1,3
